Transaction_Id,Card_id,Merchant_ID,CardID_Registered_Address_Lat,CardID_Registered_address_long,Amount_usd,Time_stamp
TX_000099,CARD_01,M_00203,53.561034,9.989552,8.85,2026-02-04 03:24:36
TX_000100,CARD_01,M_00300,53.561034,9.989552,150.48,2026-02-04 07:22:12
TX_000101,CARD_01,M_00052,53.561034,9.989552,33.02,2026-02-04 13:01:39
TX_000102,CARD_01,M_00184,53.561034,9.989552,63.46,2026-02-04 19:19:25
TX_000103,CARD_01,M_00358,53.561034,9.989552,34.35,2026-02-04 22:16:28
TX_000104,CARD_01,M_00040,53.561034,9.989552,2.3,2026-02-05 00:03:58
TX_000105,CARD_01,M_00146,53.561034,9.989552,43.05,2026-02-05 05:22:00
TX_000106,CARD_01,M_00393,53.561034,9.989552,12.57,2026-02-05 09:11:10
TX_000107,CARD_01,M_00393,53.561034,9.989552,15.98,2026-02-05 12:39:21
TX_000108,CARD_01,M_00019,53.561034,9.989552,5.14,2026-02-05 18:16:44
TX_000109,CARD_01,M_00393,53.561034,9.989552,10.42,2026-02-05 20:03:21
TX_000110,CARD_01,M_00376,53.561034,9.989552,21.73,2026-02-06 00:21:20
TX_000111,CARD_01,M_00139,53.561034,9.989552,21.31,2026-02-06 05:49:48
TX_000112,CARD_01,M_00016,53.561034,9.989552,4.57,2026-02-06 07:27:19
TX_000113,CARD_01,M_00139,53.561034,9.989552,0.5,2026-02-06 12:49:52
TX_000114,CARD_01,M_00203,53.561034,9.989552,33.31,2026-02-06 17:25:28
TX_000115,CARD_01,M_00036,53.561034,9.989552,3.67,2026-02-07 01:34:36
TX_000116,CARD_01,M_00029,53.561034,9.989552,3.76,2026-02-07 05:08:29
TX_000117,CARD_01,M_00027,53.561034,9.989552,2.66,2026-02-07 08:06:27
TX_000118,CARD_01,M_00181,53.561034,9.989552,35.4,2026-02-07 14:55:49
TX_000119,CARD_01,M_00149,53.561034,9.989552,43.82,2026-02-07 18:04:57
TX_000120,CARD_01,M_00124,53.561034,9.989552,43.54,2026-02-03 21:54:00
TX_000121,CARD_01,M_00169,53.561034,9.989552,59.72,2026-02-03 23:51:09
TX_000122,CARD_01,M_00181,53.561034,9.989552,38.52,2026-02-04 05:24:10
TX_000123,CARD_01,M_00274,53.561034,9.989552,30.83,2026-02-04 09:01:40
TX_000124,CARD_01,M_00359,53.561034,9.989552,211.39,2026-02-04 09:51:36
TX_000125,CARD_01,M_00070,53.561034,9.989552,62.2,2026-02-04 11:17:30
TX_000126,CARD_01,M_00393,53.561034,9.989552,7.52,2026-02-04 13:36:09
TX_000127,CARD_01,M_00070,53.561034,9.989552,60.19,2026-02-04 17:48:55
TX_000128,CARD_01,M_00029,53.561034,9.989552,3.54,2026-02-04 21:56:03
TX_000129,CARD_01,M_00110,53.561034,9.989552,8.58,2026-02-05 06:27:36
TX_000130,CARD_01,M_00029,53.561034,9.989552,3.56,2026-02-05 11:51:36
TX_000131,CARD_01,M_00040,53.561034,9.989552,5.7,2026-02-05 18:32:58
TX_000132,CARD_01,M_00139,53.561034,9.989552,33.06,2026-02-05 20:34:24
TX_000133,CARD_01,M_00214,53.561034,9.989552,11.56,2026-02-05 22:18:20
TX_000134,CARD_01,M_00226,53.561034,9.989552,25.46,2026-02-06 05:11:29
TX_000135,CARD_01,M_00042,53.561034,9.989552,17.37,2026-02-06 10:47:33
TX_000136,CARD_01,M_00233,53.561034,9.989552,13.16,2026-02-06 11:19:05
TX_000137,CARD_01,M_00393,53.561034,9.989552,18.02,2026-02-06 14:13:01
TX_000138,CARD_01,M_00393,53.561034,9.989552,17.86,2026-02-06 16:34:23
TX_000139,CARD_01,M_00393,53.561034,9.989552,16.64,2026-02-06 18:29:43
TX_000140,CARD_01,M_00187,53.561034,9.989552,58.3,2026-02-07 02:26:26
TX_000141,CARD_01,M_00329,53.561034,9.989552,219.06,2026-02-07 05:56:39
TX_000142,CARD_01,M_00181,53.561034,9.989552,25.81,2026-02-07 09:44:09
TX_000143,CARD_01,M_00233,53.561034,9.989552,30.9,2026-02-07 13:41:16
TX_000144,CARD_01,M_00124,53.561034,9.989552,42.91,2026-02-07 19:34:45
TX_000145,CARD_01,M_00019,53.561034,9.989552,3.8,2026-02-07 21:18:35
TX_000146,CARD_01,M_00203,53.561034,9.989552,29.97,2026-02-06 03:09:00
TX_000147,CARD_01,M_00036,53.561034,9.989552,2.76,2026-02-06 05:27:09
TX_000148,CARD_01,M_00114,53.561034,9.989552,33.54,2026-02-06 06:54:19
TX_000149,CARD_01,M_00172,53.561034,9.989552,90.26,2026-02-06 09:38:59
TX_000150,CARD_01,M_00210,53.561034,9.989552,12.48,2026-02-06 11:41:03
TX_000151,CARD_01,M_00029,53.561034,9.989552,6.73,2026-02-07 03:40:42
TX_000152,CARD_01,M_00229,53.561034,9.989552,25.78,2026-02-07 15:18:14
TX_000153,CARD_01,M_00016,53.561034,9.989552,5.84,2026-02-07 17:43:29
TX_000154,CARD_01,M_00344,53.561034,9.989552,28.66,2026-02-07 19:57:00
TX_000155,CARD_01,M_00124,53.561034,9.989552,36.64,2026-02-07 23:10:43
TX_000156,CARD_01,M_00393,53.561034,9.989552,25.03,2026-02-07 23:43:00
TX_000157,CARD_01,M_00149,53.561034,9.989552,49.58,2026-02-01 19:52:00
TX_000158,CARD_01,M_00052,53.561034,9.989552,33.97,2026-02-01 20:24:50
TX_000159,CARD_01,M_00376,53.561034,9.989552,19.23,2026-02-01 21:06:00
TX_000160,CARD_01,M_00070,53.561034,9.989552,15.62,2026-02-02 00:19:32
TX_000161,CARD_01,M_00036,53.561034,9.989552,1.05,2026-02-02 00:25:33
TX_000162,CARD_01,M_00284,53.561034,9.989552,25.1,2026-02-02 03:44:11
TX_000163,CARD_01,M_00233,53.561034,9.989552,8.24,2026-02-02 08:21:24
TX_000164,CARD_01,M_00376,53.561034,9.989552,18.4,2026-02-02 10:08:37
TX_000165,CARD_01,M_00284,53.561034,9.989552,53.44,2026-02-02 12:05:04
TX_000166,CARD_01,M_00376,53.561034,9.989552,0.5,2026-02-02 15:46:46
TX_000167,CARD_01,M_00376,53.561034,9.989552,13.73,2026-02-02 22:29:13
TX_000168,CARD_01,M_00376,53.561034,9.989552,1.06,2026-02-03 02:27:51
TX_000169,CARD_01,M_00376,53.561034,9.989552,4.23,2026-02-03 04:55:49
TX_000170,CARD_01,M_00149,53.561034,9.989552,0.5,2026-02-03 10:26:15
TX_000171,CARD_01,M_00042,53.561034,9.989552,40.86,2026-02-03 18:20:36
TX_000172,CARD_01,M_00169,53.561034,9.989552,67.72,2026-02-03 20:58:41
TX_000173,CARD_01,M_00274,53.561034,9.989552,114.63,2026-02-04 02:56:37
TX_000174,CARD_01,M_00070,53.561034,9.989552,38.11,2026-02-04 04:50:21
TX_000175,CARD_01,M_00147,53.561034,9.989552,15.21,2026-02-04 11:37:38
TX_000176,CARD_01,M_00330,53.561034,9.989552,68.32,2026-02-04 15:33:57
TX_000177,CARD_01,M_00110,53.561034,9.989552,4.98,2026-02-04 17:30:48
TX_000178,CARD_01,M_00393,53.561034,9.989552,9.96,2026-02-04 21:30:44
TX_000179,CARD_01,M_00181,53.561034,9.989552,46.75,2026-02-05 01:04:53
TX_000180,CARD_01,M_00147,53.561034,9.989552,14.47,2026-02-05 05:41:31
TX_000181,CARD_01,M_00184,53.561034,9.989552,63.61,2026-02-05 06:19:28
TX_000182,CARD_01,M_00169,53.561034,9.989552,83.06,2026-02-05 08:57:51
TX_000183,CARD_01,M_00393,53.561034,9.989552,16.59,2026-02-05 16:04:38
TX_000184,CARD_01,M_00393,53.561034,9.989552,9.17,2026-02-05 18:58:07
TX_000185,CARD_01,M_00040,53.561034,9.989552,3.1,2026-02-05 22:10:58
TX_000186,CARD_01,M_00149,53.561034,9.989552,53.42,2026-02-06 01:58:58
TX_000187,CARD_01,M_00376,53.561034,9.989552,22.03,2026-02-06 09:49:01
TX_000188,CARD_01,M_00376,53.561034,9.989552,30.13,2026-02-06 17:49:32
TX_000189,CARD_01,M_00344,53.561034,9.989552,167.72,2026-02-06 19:45:44
TX_000190,CARD_01,M_00330,53.561034,9.989552,211.19,2026-02-06 21:21:55
TX_000191,CARD_01,M_00094,53.561034,9.989552,0.5,2026-02-07 00:51:18
TX_000192,CARD_01,M_00042,53.561034,9.989552,39.65,2026-02-07 07:23:19
TX_000193,CARD_01,M_00226,53.561034,9.989552,0.5,2026-02-07 09:35:17
TX_000194,CARD_01,M_00393,53.561034,9.989552,8.98,2026-02-07 16:46:04
TX_000195,CARD_01,M_00202,53.561034,9.989552,10.1,2026-02-07 21:36:50
TX_000196,CARD_01,M_00052,53.561034,9.989552,28.38,2026-02-06 20:37:00
TX_000197,CARD_01,M_00042,53.561034,9.989552,59.15,2026-02-07 00:42:21
TX_000198,CARD_01,M_00393,53.561034,9.989552,2.78,2026-02-07 08:00:53
TX_000199,CARD_01,M_00393,53.561034,9.989552,19.77,2026-02-07 13:45:53
TX_000200,CARD_01,M_00149,53.561034,9.989552,30.7,2026-02-07 15:25:53
TX_000201,CARD_01,M_00124,53.561034,9.989552,33.98,2026-02-07 21:59:31
TX_000202,CARD_01,M_00070,53.561034,9.989552,42.34,2026-02-07 00:12:00
TX_000203,CARD_01,M_00393,53.561034,9.989552,18.22,2026-02-07 05:52:47
TX_000204,CARD_01,M_00376,53.561034,9.989552,14.57,2026-02-07 08:21:03
TX_000205,CARD_01,M_00042,53.561034,9.989552,5.61,2026-02-07 19:41:47
TX_000206,CARD_01,M_00042,53.561034,9.989552,45.3,2026-02-07 22:40:38
TX_000207,CARD_01,M_00017,53.561034,9.989552,4.58,2026-02-02 07:08:00
TX_000208,CARD_01,M_00344,53.561034,9.989552,141.21,2026-02-02 15:01:35
TX_000209,CARD_01,M_00393,53.561034,9.989552,0.5,2026-02-02 20:48:10
TX_000210,CARD_01,M_00147,53.561034,9.989552,43.94,2026-02-03 02:42:42
TX_000211,CARD_01,M_00226,53.561034,9.989552,34.4,2026-02-03 07:06:34
TX_000212,CARD_01,M_00124,53.561034,9.989552,23.38,2026-02-03 13:15:36
TX_000213,CARD_01,M_00393,53.561034,9.989552,12.31,2026-02-03 13:31:28
TX_000214,CARD_01,M_00017,53.561034,9.989552,3.97,2026-02-04 00:04:09
TX_000215,CARD_01,M_00042,53.561034,9.989552,12.31,2026-02-04 00:26:09
TX_000216,CARD_01,M_00042,53.561034,9.989552,29.13,2026-02-04 03:56:48
TX_000217,CARD_01,M_00042,53.561034,9.989552,27.67,2026-02-04 07:41:55
TX_000218,CARD_01,M_00181,53.561034,9.989552,66.79,2026-02-04 09:43:51
TX_000219,CARD_01,M_00029,53.561034,9.989552,4.12,2026-02-04 12:59:33
TX_000220,CARD_01,M_00376,53.561034,9.989552,9.21,2026-02-04 14:56:45
TX_000221,CARD_01,M_00146,53.561034,9.989552,32.81,2026-02-04 17:09:51
TX_000222,CARD_01,M_00114,53.561034,9.989552,19.3,2026-02-04 22:28:02
TX_000223,CARD_01,M_00019,53.561034,9.989552,1.92,2026-02-05 00:45:36
TX_000224,CARD_01,M_00147,53.561034,9.989552,37.21,2026-02-05 02:51:10
TX_000225,CARD_01,M_00210,53.561034,9.989552,17.01,2026-02-05 06:08:42
TX_000226,CARD_01,M_00393,53.561034,9.989552,14.67,2026-02-05 09:55:48
TX_000227,CARD_01,M_00376,53.561034,9.989552,3.99,2026-02-05 15:41:13
TX_000228,CARD_01,M_00139,53.561034,9.989552,76.21,2026-02-05 19:43:30
TX_000229,CARD_01,M_00052,53.561034,9.989552,49.72,2026-02-05 22:16:56
TX_000230,CARD_01,M_00393,53.561034,9.989552,24.88,2026-02-06 00:06:49
TX_000231,CARD_01,M_00110,53.561034,9.989552,30.53,2026-02-06 02:09:29
TX_000232,CARD_01,M_00393,53.561034,9.989552,0.5,2026-02-06 05:14:56
TX_000233,CARD_01,M_00146,53.561034,9.989552,46.59,2026-02-06 07:23:25
TX_000234,CARD_01,M_00052,53.561034,9.989552,18.5,2026-02-06 15:07:35
TX_000235,CARD_01,M_00226,53.561034,9.989552,12.38,2026-02-06 17:48:12
TX_000236,CARD_01,M_00110,53.561034,9.989552,3.34,2026-02-06 20:59:37
TX_000237,CARD_01,M_00376,53.561034,9.989552,6.33,2026-02-07 05:23:43
TX_000238,CARD_01,M_00027,53.561034,9.989552,4.38,2026-02-07 10:24:41
TX_000239,CARD_01,M_00019,53.561034,9.989552,4.19,2026-02-07 15:22:42
TX_000240,CARD_01,M_00040,53.561034,9.989552,5.34,2026-02-07 07:12:00
TX_000241,CARD_01,M_00359,53.561034,9.989552,0.5,2026-02-07 10:05:36
TX_000242,CARD_01,M_00169,53.561034,9.989552,91.19,2026-02-07 11:03:36
TX_000243,CARD_01,M_00139,53.561034,9.989552,13.82,2026-02-06 20:03:00
TX_000244,CARD_01,M_00096,53.561034,9.989552,18.55,2026-02-06 22:19:51
TX_000245,CARD_01,M_00169,53.561034,9.989552,97.33,2026-02-07 03:34:59
TX_000246,CARD_01,M_00149,53.561034,9.989552,33.25,2026-02-07 05:19:32
TX_000247,CARD_01,M_00203,53.561034,9.989552,13.35,2026-02-07 12:05:43
TX_000248,CARD_01,M_00172,53.561034,9.989552,64.79,2026-02-07 15:32:48
TX_000249,CARD_01,M_00326,53.561034,9.989552,66.76,2026-02-01 21:56:00
TX_000250,CARD_01,M_00376,53.561034,9.989552,14.64,2026-02-02 04:35:49
TX_000251,CARD_01,M_00393,53.561034,9.989552,1.86,2026-02-02 08:15:03
TX_000252,CARD_01,M_00300,53.561034,9.989552,0.5,2026-02-02 10:07:20
TX_000253,CARD_01,M_00393,53.561034,9.989552,20.36,2026-02-03 06:40:05
TX_000254,CARD_01,M_00187,53.561034,9.989552,56.45,2026-02-03 09:33:16
TX_000255,CARD_01,M_00149,53.561034,9.989552,25.57,2026-02-03 12:53:22
TX_000256,CARD_01,M_00233,53.561034,9.989552,17.81,2026-02-03 20:05:29
TX_000257,CARD_01,M_00274,53.561034,9.989552,93.35,2026-02-03 22:51:38
TX_000258,CARD_01,M_00329,53.561034,9.989552,196.25,2026-02-04 00:54:07
TX_000259,CARD_01,M_00036,53.561034,9.989552,5.12,2026-02-04 06:13:12
TX_000260,CARD_01,M_00306,53.561034,9.989552,156.33,2026-02-04 12:16:13
TX_000261,CARD_01,M_00202,53.561034,9.989552,9.8,2026-02-04 18:17:34
TX_000262,CARD_01,M_00124,53.561034,9.989552,13.74,2026-02-04 21:57:39
TX_000263,CARD_01,M_00376,53.561034,9.989552,12.21,2026-02-05 00:54:52
TX_000264,CARD_01,M_00027,53.561034,9.989552,5.29,2026-02-05 06:34:12
TX_000265,CARD_01,M_00019,53.561034,9.989552,3.3,2026-02-05 13:29:45
TX_000266,CARD_01,M_00359,53.561034,9.989552,186.36,2026-02-05 15:30:27
TX_000267,CARD_01,M_00139,53.561034,9.989552,29.42,2026-02-05 18:44:09
TX_000268,CARD_01,M_00110,53.561034,9.989552,0.5,2026-02-05 22:31:58
TX_000269,CARD_01,M_00202,53.561034,9.989552,6.95,2026-02-06 02:47:29
TX_000270,CARD_01,M_00358,53.561034,9.989552,204.82,2026-02-06 09:05:45
TX_000271,CARD_01,M_00300,53.561034,9.989552,0.5,2026-02-07 02:35:12
TX_000272,CARD_01,M_00202,53.561034,9.989552,9.78,2026-02-07 06:14:38
TX_000273,CARD_01,M_00124,53.561034,9.989552,45.19,2026-02-07 13:57:16
TX_000274,CARD_01,M_00326,53.561034,9.989552,186.01,2026-02-07 15:31:01
TX_000275,CARD_01,M_00019,53.561034,9.989552,5.37,2026-02-07 17:20:48
TX_000276,CARD_01,M_00359,53.561034,9.989552,188.07,2026-02-07 19:53:55
TX_000277,CARD_01,M_00376,53.561034,9.989552,11.54,2026-02-07 23:16:09
TX_000278,CARD_01,M_00270,53.561034,9.989552,153.95,2026-02-05 10:17:00
TX_000279,CARD_01,M_00393,53.561034,9.989552,12.62,2026-02-05 12:12:02
TX_000280,CARD_01,M_00036,53.561034,9.989552,3.97,2026-02-05 16:29:58
TX_000281,CARD_01,M_00376,53.561034,9.989552,1.89,2026-02-05 20:37:40
TX_000282,CARD_01,M_00139,53.561034,9.989552,50.23,2026-02-05 20:56:44
TX_000283,CARD_01,M_00052,53.561034,9.989552,46.55,2026-02-05 23:52:14
TX_000284,CARD_01,M_00226,53.561034,9.989552,10.58,2026-02-06 03:24:03
TX_000285,CARD_01,M_00272,53.561034,9.989552,42.69,2026-02-06 06:06:16
TX_000286,CARD_01,M_00070,53.561034,9.989552,19.7,2026-02-06 16:21:56
TX_000287,CARD_01,M_00027,53.561034,9.989552,5.39,2026-02-06 17:25:00
TX_000288,CARD_01,M_00139,53.561034,9.989552,24.08,2026-02-06 19:54:57
TX_000289,CARD_01,M_00181,53.561034,9.989552,59.65,2026-02-06 20:05:04
TX_000290,CARD_01,M_00147,53.561034,9.989552,46.97,2026-02-06 23:08:41
TX_000291,CARD_01,M_00187,53.561034,9.989552,72.11,2026-02-07 01:13:46
TX_000292,CARD_01,M_00042,53.561034,9.989552,45.73,2026-02-07 06:49:29
TX_000293,CARD_01,M_00096,53.561034,9.989552,19.48,2026-02-07 08:52:30
TX_000294,CARD_01,M_00040,53.561034,9.989552,5.3,2026-02-07 12:44:57
TX_000295,CARD_01,M_00139,53.561034,9.989552,26.14,2026-02-07 18:39:16
TX_000296,CARD_01,M_00124,53.561034,9.989552,37.67,2026-02-07 19:27:27
TX_000297,CARD_01,M_00139,53.561034,9.989552,21.25,2026-02-07 23:20:01
TX_000298,CARD_01,M_00169,53.561034,9.989552,68.97,2026-02-06 11:15:00
TX_000299,CARD_01,M_00203,53.561034,9.989552,24.39,2026-02-06 19:02:44
TX_000300,CARD_01,M_00149,53.561034,9.989552,22.24,2026-02-06 22:10:07
TX_000301,CARD_01,M_00029,53.561034,9.989552,3.19,2026-02-07 02:19:56
TX_000302,CARD_01,M_00172,53.561034,9.989552,96.42,2026-02-07 05:39:21
TX_000303,CARD_01,M_00070,53.561034,9.989552,62.63,2026-02-07 09:24:28
TX_000304,CARD_01,M_00017,53.561034,9.989552,2.79,2026-02-07 09:59:18
TX_000305,CARD_01,M_00393,53.561034,9.989552,15.14,2026-02-07 13:02:22
TX_000306,CARD_01,M_00376,53.561034,9.989552,0.81,2026-02-07 17:52:53
TX_000307,CARD_01,M_00169,53.561034,9.989552,62.93,2026-02-07 23:01:31
TX_000308,CARD_01,M_00393,53.561034,9.989552,12.19,2026-02-06 13:09:00
TX_000309,CARD_01,M_00284,53.561034,9.989552,193.26,2026-02-06 18:40:29
TX_000310,CARD_01,M_00226,53.561034,9.989552,20.32,2026-02-06 21:54:37
TX_000311,CARD_01,M_00124,53.561034,9.989552,5.49,2026-02-06 23:13:36
TX_000312,CARD_01,M_00393,53.561034,9.989552,10.92,2026-02-07 04:52:03
TX_000313,CARD_01,M_00147,53.561034,9.989552,21.55,2026-02-07 06:41:15
TX_000314,CARD_01,M_00393,53.561034,9.989552,2.59,2026-02-07 08:54:58
TX_000315,CARD_01,M_00393,53.561034,9.989552,0.5,2026-02-07 09:45:32
